country_code,year,population_total,population_growth_pct,fertility_rate,life_expectancy,birth_rate,death_rate,pct_age_0_14,pct_age_15_64,pct_age_65_plus,urban_population_pct,dependency_ratio
SDN,2015,40024431,3.05,4.9,64.38,35.68,7.07,43.56,53.77,2.67,34.09,85.99
SDN,2016,41259892,3.04,4.83,64.68,35.41,6.95,43.12,54.16,2.72,34.19,84.64
SDN,2017,42714306,3.46,4.76,65.15,35.02,6.74,42.55,54.67,2.78,34.29,82.91
SDN,2018,44230596,3.49,4.68,65.5,35.07,6.65,42.01,55.15,2.84,34.38,81.33
SDN,2019,45548175,2.94,4.62,65.8,34.91,6.55,41.68,55.4,2.92,34.47,80.5
SDN,2020,46789231,2.69,4.54,65.12,34.48,6.79,41.43,55.58,2.99,34.56,79.93
SDN,2021,48066924,2.69,4.46,64.46,33.91,7,41.18,55.77,3.05,34.64,79.32
SDN,2022,49383346,2.7,4.38,65.69,33.53,6.52,40.91,55.96,3.13,34.72,78.69
SDN,2023,50042791,1.33,4.32,66.33,33.61,6.4,40.65,56.14,3.21,34.8,78.13
SEN,1960,3340907,,7,39.67,50.36,25,44.16,53.01,2.82,22.61,88.64
SEN,1961,3436375,2.82,7.04,39.72,50.32,24.91,44.26,52.95,2.8,22.85,88.86
SEN,1962,3534686,2.82,7.08,39.74,50.29,24.85,44.29,52.94,2.77,23.34,88.91
SEN,1963,3635876,2.82,7.12,39.74,50.17,24.8,44.32,52.93,2.75,24.08,88.94
SEN,1964,3740535,2.84,7.16,39.76,50.08,24.74,44.35,52.91,2.74,25,88.98
SEN,1965,3849788,2.88,7.19,39.76,50.12,24.69,44.35,52.93,2.72,26.05,88.94
SEN,1966,3964299,2.93,7.22,39.85,50.14,24.57,44.32,52.96,2.71,27.18,88.81
SEN,1967,4083870,2.97,7.24,39.99,50.09,24.42,44.29,53.01,2.7,28.32,88.65
SEN,1968,4207587,2.98,7.25,40.15,49.97,24.25,44.25,53.06,2.69,29.43,88.48
SEN,1969,4334974,2.98,7.26,40.4,49.93,24,44.21,53.1,2.69,30.43,88.33
SEN,1970,4466328,2.99,7.26,40.79,49.9,23.64,44.19,53.12,2.68,31.29,88.24
SEN,1971,4601864,2.99,7.26,41.24,49.85,23.23,44.19,53.13,2.68,31.94,88.22
SEN,1972,4741631,2.99,7.26,41.77,49.76,22.76,44.22,53.11,2.68,32.51,88.3
SEN,1973,4885181,2.98,7.26,42.43,49.58,22.19,44.27,53.05,2.68,33.02,88.49
SEN,1974,5029437,2.91,7.25,43.1,49.45,21.62,44.37,52.95,2.68,33.5,88.86
SEN,1975,5170810,2.77,7.25,43.94,49.43,20.94,44.56,52.76,2.68,33.94,89.53
SEN,1976,5308564,2.63,7.26,44.81,49.41,20.26,44.83,52.48,2.69,34.37,90.53
SEN,1977,5439549,2.44,7.27,45.71,49.28,19.57,45.2,52.11,2.7,34.78,91.91
SEN,1978,5568096,2.34,7.28,46.6,49,18.87,45.61,51.68,2.71,35.18,93.5
SEN,1979,5702895,2.39,7.29,47.48,48.58,18.17,46,51.27,2.72,35.58,95.03
SEN,1980,5845638,2.47,7.29,48.29,48.26,17.52,46.35,50.91,2.74,35.96,96.44
SEN,1981,5997160,2.56,7.28,49.08,47.9,16.9,46.65,50.59,2.76,36.34,97.67
SEN,1982,6156961,2.63,7.24,49.86,47.36,16.29,46.9,50.32,2.78,36.69,98.72
SEN,1983,6324504,2.68,7.19,50.81,46.85,15.59,47.1,50.1,2.8,37.04,99.58
SEN,1984,6499364,2.73,7.11,51.69,46.2,14.94,47.24,49.94,2.82,37.37,100.25
SEN,1985,6683287,2.79,7.01,52.59,45.44,14.29,47.32,49.84,2.84,37.68,100.63
SEN,1986,6878192,2.87,6.9,53.72,44.45,13.5,47.29,49.84,2.87,37.97,100.64
SEN,1987,7081530,2.91,6.78,54.63,43.73,12.87,47.2,49.91,2.9,38.25,100.37
SEN,1988,7289618,2.9,6.58,55.55,42.68,12.25,47.05,50.03,2.93,38.5,99.89
SEN,1989,7502207,2.87,6.48,56.21,42.17,11.81,46.85,50.19,2.96,38.74,99.24
SEN,1990,7720523,2.87,6.4,56.67,41.84,11.51,46.63,50.38,2.99,38.95,98.48
SEN,1991,7943085,2.84,6.27,57.04,41.2,11.27,46.36,50.61,3.02,39.14,97.58
SEN,1992,8168395,2.8,6.15,57.29,40.66,11.1,46.07,50.87,3.06,39.32,96.56
SEN,1993,8396288,2.75,6.05,57.35,40.31,11.05,45.76,51.16,3.09,39.49,95.48
SEN,1994,8624078,2.68,5.92,57.48,39.85,10.96,45.45,51.44,3.12,39.65,94.41
SEN,1995,8848101,2.56,5.82,57.34,39.56,11.02,45.15,51.71,3.15,39.81,93.4
SEN,1996,9067014,2.44,5.72,57.13,39.28,11.11,44.87,51.96,3.17,39.97,92.45
SEN,1997,9283495,2.36,5.64,57.11,39.24,11.11,44.61,52.2,3.19,40.13,91.59
SEN,1998,9502952,2.34,5.58,57.08,39.25,11.11,44.37,52.42,3.21,40.3,90.78
SEN,1999,9730887,2.37,5.57,57.32,39.56,11,44.15,52.63,3.22,40.47,90.02
SEN,2000,9968260,2.41,5.5,57.62,39.3,10.82,43.95,52.82,3.23,40.67,89.3
SEN,2001,10212942,2.42,5.4,58.16,38.86,10.49,43.75,53.02,3.23,40.88,88.62
SEN,2002,10466214,2.45,5.3,58.91,38.62,10.07,43.48,53.25,3.28,41.11,87.81
SEN,2003,10721176,2.41,5.25,59.47,38.67,9.87,43.22,53.43,3.34,41.36,87.14
SEN,2004,10975704,2.35,5.19,60.31,38.38,9.47,43.08,53.54,3.38,41.62,86.78
SEN,2005,11235472,2.34,5.13,60.98,37.98,9.15,42.94,53.63,3.42,41.91,86.45
SEN,2006,11500094,2.33,5.06,61.8,37.58,8.77,42.83,53.71,3.45,42.2,86.17
SEN,2007,11770344,2.32,5.02,62.65,37.27,8.39,42.75,53.77,3.49,42.52,85.99
SEN,2008,12048959,2.34,5.02,63.2,37.34,8.16,42.69,53.79,3.52,42.87,85.9
SEN,2009,12337389,2.37,5.03,63.75,37.29,7.93,42.67,53.79,3.54,43.24,85.92
SEN,2010,12635413,2.39,5.06,64.22,37.25,7.74,42.67,53.76,3.57,43.64,86.02
SEN,2011,12958897,2.53,5.1,64.8,37.39,7.5,42.68,53.73,3.58,44.07,86.11
SEN,2012,13310495,2.68,5.13,65.23,37.54,7.32,42.7,53.71,3.59,44.54,86.19
SEN,2013,13710849,2.96,5.05,65.64,36.75,7.09,42.68,53.74,3.58,45.04,86.08
SEN,2014,14152102,3.17,4.88,66,35.48,6.86,42.57,53.88,3.55,45.6,85.58
SEN,2015,14593331,3.07,4.75,66.45,34.51,6.62,42.36,54.11,3.52,46.27,84.8
SEN,2016,15034521,2.98,4.65,66.72,33.83,6.46,42.1,54.4,3.51,47.06,83.83
SEN,2017,15475002,2.89,4.49,67.06,32.8,6.28,41.76,54.75,3.5,47.93,82.66
SEN,2018,15914498,2.8,4.29,67.38,31.6,6.12,41.34,55.16,3.5,48.9,81.29
SEN,2019,16352922,2.72,4.1,67.67,30.4,5.98,40.86,55.63,3.51,49.94,79.76
SEN,2020,16789219,2.63,4,67.5,29.93,6.05,40.33,56.14,3.53,51.06,78.12
SEN,2021,17220867,2.54,3.94,66.87,29.71,6.31,39.76,56.69,3.54,52.23,76.38
SEN,2022,17651103,2.47,3.86,67.79,29.46,5.92,39.16,57.28,3.56,53.44,74.59
SEN,2023,18077573,2.39,3.82,68.68,29.42,5.58,38.63,57.78,3.59,54.7,73.07
SGP,1960,1646400,,5.76,65.56,37.5,6.2,44.7,52.94,2.35,100,88.89
SGP,1961,1702400,3.34,5.41,65.96,35.2,5.9,44.83,52.75,2.43,100,89.58
SGP,1962,1750200,2.77,5.21,66.37,33.7,5.8,44.71,52.79,2.5,100,89.41
SGP,1963,1795000,2.53,5.16,66.78,33.2,5.6,44.35,53.06,2.58,100,88.46
SGP,1964,1841600,2.56,4.97,67,31.6,5.7,43.83,53.49,2.68,100,86.95
SGP,1965,1886900,2.43,4.66,67.23,29.5,5.4,43.21,54.01,2.78,100,85.14
SGP,1966,1934400,2.49,4.46,67.55,28.3,5.4,42.5,54.61,2.88,100,83.11
SGP,1967,1977600,2.21,3.91,67.65,25.6,5.3,41.71,55.3,2.99,100,80.83
SGP,1968,2012000,1.72,3.53,67.98,23.5,5.5,40.8,56.09,3.11,100,78.29
SGP,1969,2042500,1.5,3.22,68.33,21.8,5,39.78,56.99,3.23,100,75.46
SGP,1970,2074507,1.55,3.07,68.72,22.1,5.2,38.65,57.99,3.35,100,72.43
SGP,1971,2112900,1.83,3.02,69,22.3,5.4,37.47,59.06,3.47,100,69.31
SGP,1972,2152400,1.85,3.04,69.16,23.1,5.4,36.24,60.16,3.59,100,66.22
SGP,1973,2193000,1.87,2.79,69.53,22,5.4,35,61.27,3.73,100,63.21
SGP,1974,2229800,1.66,2.35,69.89,19.4,5.2,33.74,62.39,3.87,100,60.28
SGP,1975,2262600,1.46,2.07,70.41,17.7,5.1,32.46,63.52,4.02,100,57.44
SGP,1976,2293300,1.35,2.11,70.75,18.7,5.1,31.21,64.61,4.18,100,54.77
SGP,1977,2325300,1.39,1.82,71.03,16.5,5.1,29.99,65.67,4.34,100,52.27
SGP,1978,2353600,1.21,1.79,71.28,16.8,5.1,28.78,66.72,4.49,100,49.87
SGP,1979,2383500,1.26,1.79,71.46,17.1,5.2,27.61,67.76,4.63,100,47.58
SGP,1980,2413945,1.27,1.82,72.19,17.6,4.9,26.42,68.86,4.72,100,45.22
SGP,1981,2532835,4.81,1.78,72.59,17.6,4.9,25.19,70.05,4.76,100,42.76
SGP,1982,2646466,4.39,1.74,72.69,17.5,4.9,24.24,70.96,4.8,100,40.92
SGP,1983,2681061,1.3,1.61,73.04,16.3,5,23.65,71.46,4.89,100,39.94
SGP,1984,2732221,1.89,1.62,73.29,16.5,4.8,23.3,71.7,5,100,39.47
SGP,1985,2735957,0.14,1.61,73.89,16.6,4.9,23.1,71.75,5.15,100,39.37
SGP,1986,2733373,-0.09,1.43,74.25,14.8,4.6,22.85,71.84,5.31,100,39.2
SGP,1987,2774789,1.5,1.62,74.55,16.6,4.7,22.41,72.15,5.44,100,38.6
SGP,1988,2846108,2.54,1.96,74.7,19.8,4.9,21.99,72.47,5.54,100,37.98
SGP,1989,2930901,2.94,1.75,74.95,17.5,4.9,21.66,72.75,5.59,100,37.46
SGP,1990,3047132,3.89,1.83,75.3,18.2,4.7,21.4,73,5.6,100,36.98
SGP,1991,3135083,2.85,1.73,75.65,17.1,4.6,21.24,73.15,5.61,100,36.71
SGP,1992,3230698,3,1.72,75.95,16.8,4.7,21.11,73.22,5.67,100,36.57
SGP,1993,3313471,2.53,1.74,76.05,16.8,4.6,20.95,73.3,5.74,100,36.42
SGP,1994,3419048,3.14,1.71,76.2,16.2,4.7,20.74,73.45,5.8,100,36.14
SGP,1995,3524506,3.04,1.67,76.3,15.6,4.8,20.41,73.75,5.84,100,35.59
SGP,1996,3670704,4.06,1.66,76.6,15.2,4.7,19.98,74.18,5.84,100,34.81
SGP,1997,3796038,3.36,1.61,76.9,14.5,4.5,19.55,74.6,5.85,100,34.04
SGP,1998,3927213,3.4,1.48,77.3,13.1,4.6,19.23,74.84,5.93,100,33.61
SGP,1999,3958723,0.8,1.47,77.55,12.8,4.5,19.03,74.88,6.09,100,33.54
SGP,2000,4027887,1.73,1.6,77.95,13.7,4.5,18.79,74.96,6.25,100,33.41
SGP,2001,4138012,2.7,1.41,78.25,11.8,4.3,18.56,75.08,6.35,100,33.19
SGP,2002,4175950,0.91,1.37,78.55,11.4,4.4,18.45,75.11,6.44,100,33.14
SGP,2003,4114826,-1.47,1.27,79.04,10.5,4.5,18.25,75.17,6.59,100,33.04
SGP,2004,4166664,1.25,1.26,79.49,10.3,4.4,17.81,75.38,6.81,100,32.66
SGP,2005,4265762,2.35,1.26,79.99,10.2,4.4,17.24,75.72,7.04,100,32.07
SGP,2006,4401365,3.13,1.28,80.14,10.3,4.4,16.58,76.24,7.18,100,31.17
SGP,2007,4588599,4.17,1.29,80.44,10.3,4.5,15.82,77,7.18,100,29.87
SGP,2008,4839396,5.32,1.28,80.79,10.2,4.4,15.09,77.74,7.17,100,28.63
SGP,2009,4987573,3.02,1.22,81.24,9.9,4.3,14.55,78.2,7.25,100,27.87
SGP,2010,5076732,1.77,1.15,81.54,9.3,4.4,14.13,78.53,7.34,100,27.34
SGP,2011,5183688,2.08,1.2,81.74,9.5,4.5,13.75,78.77,7.48,100,26.95
SGP,2012,5312437,2.45,1.29,82,10.1,4.5,13.4,78.82,7.78,100,26.87
SGP,2013,5399162,1.62,1.19,82.25,9.3,4.6,13.11,78.73,8.17,100,27.02
SGP,2014,5469724,1.3,1.25,82.5,9.8,4.7,12.88,78.55,8.58,100,27.31
SGP,2015,5535002,1.19,1.24,82.74,9.7,4.8,12.68,78.32,9,100,27.68
SGP,2016,5607283,1.3,1.2,82.85,9.4,4.8,12.52,78.03,9.45,100,28.15
SGP,2017,5612253,0.09,1.16,83.1,8.9,5,12.42,77.61,9.96,100,28.85
SGP,2018,5638676,0.47,1.14,83.3,8.8,5,12.33,77.19,10.48,100,29.56
SGP,2019,5703569,1.14,1.14,83.6,8.8,5,12.21,76.81,10.98,100,30.19
SGP,2020,5685807,-0.31,1.1,83.54,8.5,5.2,12.17,76.24,11.58,100,31.16
SGP,2021,5453566,-4.17,1.12,83.09,8.6,5.8,12.17,75.57,12.26,100,32.32
SGP,2022,5637022,3.31,1.04,82.9,7.9,6.3,12.01,75.3,12.69,100,32.8
SGP,2023,5917648,4.86,0.97,83.1,7.4,6.2,11.79,75.12,13.1,100,33.13
SLB,1960,139688,,7.06,47.68,46.77,17.28,46.27,50.83,2.9,2.72,96.72
SLB,1961,142912,2.28,7.05,48.34,46.65,16.87,46.15,50.96,2.89,3,96.22
SLB,1962,146201,2.28,7.04,49.04,46.55,16.4,46.04,51.06,2.9,3.31,95.85
SLB,1963,149589,2.29,7.03,49.82,46.46,15.9,45.93,51.13,2.94,3.66,95.58
SLB,1964,153085,2.31,7.05,50.58,46.46,15.45,45.84,51.16,3,4.02,95.46
SLB,1965,156686,2.33,7.02,51.41,46.14,14.96,45.89,51.04,3.07,4.46,95.92
SLB,1966,160393,2.34,7,52.26,45.84,14.49,46.04,50.8,3.16,4.94,96.85
SLB,1967,164245,2.37,6.97,53.06,45.43,14.07,46.21,50.55,3.24,5.47,97.84
SLB,1968,168282,2.43,6.95,54.14,44.92,13.51,46.39,50.28,3.34,6.06,98.9
SLB,1969,172476,2.46,6.97,55.1,44.64,13.08,46.56,50,3.43,6.63,99.99
SLB,1970,176579,2.35,6.98,56.06,44.24,12.67,46.68,49.86,3.46,7.13,100.56
SLB,1971,180637,2.27,6.98,57.02,44.15,11.97,46.76,49.82,3.42,7.54,100.74
SLB,1972,184994,2.38,6.99,57.91,44.14,11.31,46.9,49.7,3.4,7.91,101.2
SLB,1973,189774,2.55,7,58.78,44.14,10.72,47.13,49.49,3.38,8.26,102.08
SLB,1974,195041,2.74,7.01,59.61,44.09,10.19,47.47,49.16,3.37,8.59,103.41
SLB,1975,200744,2.88,6.99,58.4,43.79,10.74,47.9,48.74,3.37,8.93,105.19
SLB,1976,207194,3.16,6.95,61.15,43.32,9.25,48.19,48.48,3.34,9.29,106.28
SLB,1977,214418,3.43,6.92,61.53,42.93,8.93,48.27,48.45,3.28,9.66,106.39
SLB,1978,222029,3.49,6.87,62.54,42.57,8.35,48.31,48.45,3.23,10.05,106.39
SLB,1979,229953,3.51,6.82,63.13,42.24,7.99,48.32,48.47,3.21,10.44,106.32
SLB,1980,238135,3.5,6.77,63.67,41.94,7.69,48.28,48.52,3.2,10.83,106.12
SLB,1981,246555,3.47,6.71,64.08,41.68,7.46,48.2,48.6,3.2,11.21,105.78
SLB,1982,255200,3.45,6.64,64.46,41.43,7.26,48.08,48.71,3.22,11.59,105.31
SLB,1983,264068,3.42,6.57,64.77,41.23,7.11,47.93,48.84,3.24,11.95,104.76
SLB,1984,273163,3.39,6.49,65.05,41.03,6.99,47.75,48.98,3.26,12.29,104.15
SLB,1985,282455,3.35,6.38,65.29,40.64,6.89,47.55,49.16,3.29,12.61,103.41
SLB,1986,291842,3.27,6.26,64.72,40.27,7.18,47.26,49.41,3.33,12.89,102.38
SLB,1987,301414,3.23,6.12,65.68,39.74,6.75,46.94,49.74,3.32,13.15,101.05
SLB,1988,311265,3.22,5.99,65.87,39.2,6.62,46.59,50.12,3.29,13.38,99.53
SLB,1989,321282,3.17,5.87,66.05,38.72,6.49,46.2,50.53,3.27,13.58,97.91
SLB,1990,331435,3.11,5.74,66.19,38.26,6.39,45.8,50.93,3.26,13.77,96.34
SLB,1991,341738,3.06,5.62,66.36,37.87,6.3,45.44,51.3,3.26,13.95,94.92
SLB,1992,352205,3.02,5.51,66.47,37.55,6.23,45.11,51.63,3.26,14.12,93.7
SLB,1993,362839,2.97,5.45,66.56,37.61,6.2,44.81,51.91,3.27,14.28,92.64
SLB,1994,373675,2.94,5.4,66.66,37.65,6.15,44.54,52.17,3.29,14.45,91.68
SLB,1995,384733,2.92,5.34,66.72,37.65,6.14,44.28,52.42,3.31,14.62,90.78
SLB,1996,396009,2.89,5.22,66.74,37.26,6.13,44.02,52.66,3.32,14.81,89.91
SLB,1997,407474,2.85,5.09,66.77,36.75,6.12,43.76,52.9,3.34,15.01,89.05
SLB,1998,419071,2.81,4.98,66.89,36.3,6.09,43.5,53.14,3.36,15.23,88.19
SLB,1999,430500,2.69,4.86,67,35.83,6.07,43.21,53.41,3.38,15.48,87.25
SLB,2000,440469,2.29,4.76,67.12,35.44,6.07,42.89,53.72,3.39,15.75,86.15
SLB,2001,449125,1.95,4.67,67.24,35.12,6.03,42.54,54.06,3.4,16.06,84.98
SLB,2002,457671,1.88,4.6,67.35,34.84,6.01,42.22,54.38,3.4,16.4,83.91
SLB,2003,466154,1.84,4.54,67.48,34.61,5.99,41.94,54.66,3.41,16.77,82.95
SLB,2004,474611,1.8,4.47,67.63,34.29,5.96,41.69,54.9,3.41,17.17,82.16
SLB,2005,483080,1.77,4.41,67.79,34.03,5.94,41.5,55.08,3.42,17.6,81.54
SLB,2006,491594,1.75,4.39,67.97,33.99,5.92,41.35,55.22,3.43,18.05,81.1
SLB,2007,500156,1.73,4.37,67.84,33.94,6.03,41.24,55.31,3.45,18.53,80.8
SLB,2008,508790,1.71,4.36,68.34,33.85,5.89,41.17,55.36,3.46,19.04,80.62
SLB,2009,518141,1.82,4.35,68.4,33.68,5.92,41.12,55.41,3.48,19.56,80.48
SLB,2010,532968,2.82,4.34,68.67,33.2,5.8,41.01,55.52,3.47,20.12,80.12
SLB,2011,552945,3.68,4.34,68.82,32.96,5.66,40.85,55.7,3.45,20.73,79.53
SLB,2012,573606,3.67,4.33,68.96,32.73,5.56,40.66,55.9,3.45,21.39,78.9
SLB,2013,594945,3.65,4.32,69.01,32.49,5.53,40.44,56.1,3.46,22.1,78.25
SLB,2014,616908,3.63,4.36,68.98,32.55,5.56,40.21,56.31,3.48,22.86,77.58
SLB,2015,639415,3.58,4.29,69.32,31.9,5.45,39.96,56.53,3.52,23.66,76.91
SLB,2016,662379,3.53,4.2,69.5,31.14,5.43,39.68,56.75,3.57,24.5,76.21
SLB,2017,685672,3.46,4.06,69.65,30.08,5.44,39.37,56.99,3.64,25.38,75.46
SLB,2018,709101,3.36,3.93,69.81,29.15,5.47,39.02,57.27,3.72,26.29,74.62
SLB,2019,728147,2.65,3.8,69.98,28.41,5.55,38.71,57.54,3.74,27.28,73.78
SLB,2020,744498,2.22,3.75,69.26,27.97,5.82,38.43,57.87,3.7,28.03,72.8
SLB,2021,762591,2.4,3.69,68.89,27.7,5.9,38.09,58.25,3.65,28.69,71.66
SLB,2022,781066,2.39,3.62,70.41,27.28,5.19,37.74,58.63,3.63,29.35,70.57
SLB,2023,800005,2.4,3.56,70.53,26.94,5.14,37.36,59.01,3.63,30.01,69.46
SLE,1960,2268356,,6.18,33.09,48,31.16,38.23,57.95,3.82,17.43,72.55
SLE,1961,2304227,1.57,6.2,33.63,48.12,30.75,38.25,57.88,3.87,17.96,72.78
SLE,1962,2342242,1.64,6.22,34.16,48.11,30.35,38.32,57.77,3.91,18.5,73.11
SLE,1963,2382258,1.69,6.26,34.7,48.21,29.92,38.49,57.56,3.95,19.05,73.74
SLE,1964,2424390,1.75,6.29,35.3,48.2,29.44,38.81,57.2,3.99,19.65,74.83
SLE,1965,2468666,1.81,6.31,35.93,48.02,28.89,39.12,56.86,4.02,20.34,75.87
SLE,1966,2514638,1.85,6.34,36.64,47.96,28.28,39.38,56.58,4.05,21.09,76.75
SLE,1967,2562384,1.88,6.38,37.28,47.92,27.73,39.63,56.3,4.07,21.88,77.63
SLE,1968,2611532,1.9,6.38,37.76,47.65,27.31,39.89,56.02,4.09,22.7,78.51
SLE,1969,2661365,1.89,6.39,38.23,47.47,26.89,40.13,55.76,4.11,23.54,79.34
SLE,1970,2712286,1.9,6.41,38.62,47.37,26.53,40.35,55.52,4.13,24.36,80.1
SLE,1971,2763222,1.86,6.43,39.1,47.28,26.12,40.55,55.31,4.14,25.16,80.81
SLE,1972,2814388,1.83,6.45,39.51,47.18,25.77,40.74,55.1,4.15,25.92,81.48
SLE,1973,2866955,1.85,6.47,39.96,47.16,25.38,40.93,54.91,4.16,26.62,82.1
SLE,1974,2920459,1.85,6.53,40.41,47.43,25.05,41.11,54.73,4.16,27.24,82.72
SLE,1975,2974657,1.84,6.55,40.99,47.31,24.6,41.28,54.55,4.16,27.8,83.3
SLE,1976,3028820,1.8,6.55,41.42,47.19,24.24,41.43,54.4,4.16,28.32,83.81
SLE,1977,3085354,1.85,6.57,41.83,47.12,23.89,41.57,54.27,4.16,28.82,84.27
SLE,1978,3145517,1.93,6.59,42.19,47.17,23.6,41.7,54.14,4.15,29.31,84.69
SLE,1979,3207499,1.95,6.58,42.53,47,23.31,41.82,54.03,4.15,29.77,85.08
SLE,1980,3272089,1.99,6.56,42.84,46.84,23.02,41.93,53.93,4.14,30.21,85.42
SLE,1981,3338940,2.02,6.55,43.09,46.79,22.79,42.03,53.84,4.13,30.63,85.75
SLE,1982,3408183,2.05,6.56,43.3,46.78,22.59,42.14,53.75,4.12,31.03,86.05
SLE,1983,3481646,2.13,6.57,43.46,46.74,22.43,42.24,53.66,4.1,31.41,86.35
SLE,1984,3558758,2.19,6.59,43.56,46.79,22.32,42.35,53.57,4.08,31.77,86.67
SLE,1985,3638438,2.21,6.59,43.56,46.7,22.28,42.46,53.48,4.06,32.1,86.99
SLE,1986,3728380,2.44,6.6,43.5,46.6,22.22,42.56,53.39,4.04,32.41,87.29
SLE,1987,3829718,2.68,6.61,43.75,46.6,21.99,42.67,53.31,4.02,32.7,87.59
SLE,1988,3934517,2.7,6.59,43.76,46.4,21.91,42.78,53.23,3.99,32.97,87.86
SLE,1989,4034037,2.5,6.57,43.74,46.25,21.88,42.86,53.17,3.97,33.22,88.06
SLE,1990,4196828,3.96,6.57,43.72,45.48,21.47,42.93,53.13,3.94,33.46,88.21
SLE,1991,4246267,1.17,6.55,43.29,47.52,22.68,43.01,53.08,3.91,33.68,88.38
SLE,1992,4166366,-1.9,6.56,43.45,46.99,22.21,43.1,53.03,3.87,33.9,88.56
SLE,1993,4157130,-0.22,6.57,43.43,46.95,22.09,43.19,52.98,3.83,34.1,88.75
SLE,1994,4173105,0.38,6.56,42.81,46.78,22.46,43.28,52.93,3.79,34.3,88.93
SLE,1995,4179179,0.15,6.56,42.58,46.77,22.63,43.37,52.88,3.75,34.5,89.11
SLE,1996,4199210,0.48,6.55,43.53,46.48,21.68,43.46,52.83,3.71,34.7,89.28
SLE,1997,4253716,1.29,6.53,43.65,46.27,21.49,43.54,52.79,3.67,34.9,89.43
SLE,1998,4295785,0.98,6.5,42.71,46.3,22.11,43.63,52.74,3.62,35.1,89.6
SLE,1999,4318043,0.52,6.42,41.96,46.13,22.44,43.75,52.67,3.58,35.31,89.85
SLE,2000,4423611,2.42,6.36,44.83,45.04,20.01,43.84,52.62,3.54,35.53,90.04
SLE,2001,4692716,5.91,6.3,45.45,44.01,19.16,43.89,52.61,3.5,35.76,90.07
SLE,2002,4971435,5.77,6.23,46.17,44.28,18.85,43.91,52.62,3.47,36.01,90.05
SLE,2003,5177687,4.06,6.09,46.78,43.47,18.3,43.91,52.65,3.44,36.27,89.94
SLE,2004,5355717,3.38,5.92,47.48,42.46,17.7,43.88,52.71,3.41,36.55,89.71
SLE,2005,5501712,2.69,5.81,48.31,41.97,17.03,43.82,52.81,3.38,36.85,89.37
SLE,2006,5624466,2.21,5.74,49.55,41.81,16.18,43.73,52.92,3.35,37.17,88.98
SLE,2007,5749352,2.2,5.64,50.02,41.06,15.71,43.63,53.04,3.33,37.51,88.53
SLE,2008,5894722,2.5,5.56,50.69,40.59,15.17,43.5,53.19,3.31,37.87,88.02
SLE,2009,6055646,2.69,5.45,51.31,39.85,14.64,43.36,53.34,3.3,38.25,87.47
SLE,2010,6222714,2.72,5.33,51.93,39.12,14.15,43.2,53.51,3.28,38.64,86.87
SLE,2011,6387251,2.61,5.21,52.59,38.52,13.65,43.02,53.71,3.27,39.05,86.18
SLE,2012,6551080,2.53,5.06,53.16,37.78,13.21,42.8,53.95,3.26,39.46,85.36
SLE,2013,6714051,2.46,4.87,54.05,36.6,12.58,42.53,54.25,3.23,39.89,84.35
SLE,2014,6876385,2.39,4.7,54.28,35.62,12.33,42.2,54.61,3.19,40.33,83.11
SLE,2015,7037655,2.32,4.55,55.45,34.66,11.6,41.83,55.01,3.15,40.77,81.78
SLE,2016,7205328,2.35,4.47,56.94,34.19,10.77,41.44,55.42,3.14,41.23,80.43
SLE,2017,7379299,2.39,4.39,57.76,33.81,10.33,41.02,55.84,3.13,41.71,79.07
SLE,2018,7554563,2.35,4.29,59.06,33.34,9.68,40.6,56.27,3.13,42.2,77.73
SLE,2019,7731991,2.32,4.19,59.59,32.81,9.39,40.2,56.66,3.14,42.7,76.48
SLE,2020,7912558,2.31,4.08,59.69,32.2,9.32,39.81,57.05,3.14,43.21,75.29
SLE,2021,8094602,2.27,3.98,60.26,31.64,9,39.41,57.44,3.15,43.73,74.09
SLE,2022,8276807,2.23,3.88,61.28,31.07,8.52,38.98,57.85,3.18,44.27,72.87
SLE,2023,8460512,2.2,3.79,61.79,30.6,8.29,38.53,58.26,3.21,44.81,71.64
SLV,1960,2791459,,6.62,48.29,47.02,17.81,45.53,51.19,3.28,38.38,95.36
SLV,1961,2870016,2.78,6.64,48.63,46.98,17.49,45.7,51.07,3.23,38.52,95.8
SLV,1962,2949204,2.72,6.68,49,47.12,17.2,45.84,50.95,3.21,38.64,96.28
SLV,1963,3028679,2.66,6.69,49.38,47.02,17.04,45.97,50.8,3.23,38.74,96.86
SLV,1964,3111883,2.71,6.68,49.75,46.8,16.81,46.1,50.66,3.24,38.83,97.4
SLV,1965,3199466,2.78,6.64,50.21,46.3,16.5,46.2,50.54,3.26,38.92,97.87
SLV,1966,3290961,2.82,6.56,50.67,45.69,16.17,46.33,50.39,3.28,39,98.44
SLV,1967,3385184,2.82,6.49,50.84,45.06,15.99,46.49,50.22,3.29,39.08,99.12
SLV,1968,3480773,2.78,6.39,50.84,44.29,15.9,46.64,50.05,3.3,39.17,99.8
SLV,1969,3576485,2.71,6.28,51.28,43.46,15.54,46.78,49.91,3.31,39.27,100.36
SLV,1970,3668796,2.55,6.18,51.36,42.79,15.4,46.8,49.95,3.25,39.4,100.22
SLV,1971,3757523,2.39,6.13,51.66,42.83,14.96,46.71,50.14,3.15,39.54,99.46
SLV,1972,3846830,2.35,6.03,51.96,42.54,14.57,46.58,50.36,3.06,39.73,98.59
