country_code,year,population_total,population_growth_pct,fertility_rate,life_expectancy,birth_rate,death_rate,pct_age_0_14,pct_age_15_64,pct_age_65_plus,urban_population_pct,dependency_ratio
ABW,1960,54922,,4.57,64.05,32.04,7.52,42.51,54.63,2.86,59.02,83.05
ABW,1961,55578,1.19,4.42,64.22,31.22,7.35,42.18,54.95,2.87,59.07,81.97
ABW,1962,56320,1.33,4.26,64.6,30.39,7.07,41.87,55.23,2.9,59.21,81.06
ABW,1963,57002,1.2,4.11,64.94,29.64,6.86,41.43,55.62,2.95,59.43,79.79
ABW,1964,57619,1.08,3.94,65.3,28.85,6.69,40.85,56.13,3.02,59.72,78.15
ABW,1965,58190,0.99,3.8,65.61,28.24,6.57,40.18,56.7,3.12,60.08,76.35
ABW,1966,58694,0.86,3.62,66.13,27.42,6.38,39.48,57.28,3.24,60.48,74.59
ABW,1967,58990,0.5,3.45,66.39,26.71,6.35,38.96,57.65,3.39,60.92,73.47
ABW,1968,59069,0.13,3.28,66.74,25.78,6.26,38.63,57.8,3.58,61.4,73.02
ABW,1969,59052,-0.03,3.11,67.1,24.8,6.19,38.28,57.92,3.79,61.9,72.64
ABW,1970,58950,-0.17,2.97,67.44,23.96,6.13,37.9,58.07,4.03,62.41,72.19
ABW,1971,58781,-0.29,2.86,67.78,23.24,6.08,37.43,58.31,4.26,62.93,71.51
ABW,1972,58047,-1.26,2.76,68.33,20.69,4.74,36.61,58.89,4.5,63.44,69.81
ABW,1973,58299,0.43,2.66,68.86,17.2,4.92,35.48,59.78,4.73,63.93,67.27
ABW,1974,58349,0.09,2.57,69.28,16.49,5.11,34.35,60.69,4.96,64.39,64.77
ABW,1975,58295,-0.09,2.5,69.56,16.6,4.91,33.24,61.59,5.17,64.82,62.37
ABW,1976,58368,0.13,2.43,69.81,16.12,5.14,32.11,62.49,5.4,65.21,60.03
ABW,1977,58580,0.36,2.37,70.05,16.95,5.46,31.03,63.33,5.65,65.53,57.91
ABW,1978,58776,0.33,2.31,70.27,18,4.83,30.1,64.04,5.86,65.8,56.16
ABW,1979,59191,0.7,2.26,70.51,17.99,5.37,29.33,64.64,6.03,65.98,54.7
ABW,1980,59909,1.21,2.2,70.77,18.78,4.81,28.73,65.1,6.18,66.09,53.62
ABW,1981,60563,1.09,2.16,71.34,17.35,5.23,28.33,65.31,6.36,66.1,53.1
ABW,1982,61276,1.17,2.14,71.48,16.91,5.11,27.93,65.48,6.59,66.07,52.72
ABW,1983,62228,1.54,2.15,71.61,18.21,5.45,27.47,65.72,6.81,66.01,52.16
ABW,1984,62901,1.08,2.17,71.71,18.58,5.14,27.05,65.99,6.96,65.94,51.55
ABW,1985,61728,-1.88,2.19,71.79,17.97,5.41,26.56,66.36,7.08,65.85,50.69
ABW,1986,59931,-2.95,2.21,71.83,16.92,6.29,25.95,66.84,7.22,65.75,49.62
ABW,1987,59159,-1.3,2.24,72.45,16.77,6.26,25.29,67.32,7.39,65.66,48.54
ABW,1988,59331,0.29,2.27,72.52,16,5.65,24.75,67.69,7.57,65.57,47.74
ABW,1989,60443,1.86,2.31,72.53,18.88,6.16,24.68,67.77,7.55,65.49,47.56
ABW,1990,62753,3.75,2.35,72.55,18.17,6.68,25.4,67.39,7.21,65.43,48.39
ABW,1991,65896,4.89,2.36,72.59,17.55,6.51,26.81,66.56,6.63,65.4,50.24
ABW,1992,69005,4.61,2.35,72.72,18.72,6.14,27.54,66.21,6.25,65.39,51.04
ABW,1993,73685,6.56,2.33,72.78,18.14,5.46,27.3,66.48,6.22,65.38,50.42
ABW,1994,77595,5.17,2.3,72.8,16.95,5.55,27.01,66.76,6.23,65.38,49.79
ABW,1995,79805,2.81,2.29,72.83,17.78,6.32,26.36,67.36,6.28,65.38,48.45
ABW,1996,83021,3.95,2.23,72.86,17.49,5.65,25.48,68.18,6.34,65.37,46.67
ABW,1997,86301,3.87,2.14,72.9,16.88,5.76,24.79,68.8,6.42,65.37,45.36
ABW,1998,88451,2.46,2,72.94,14.87,5.71,24.23,69.25,6.52,65.37,44.39
ABW,1999,89659,1.36,1.9,72.86,13.95,6.26,23.77,69.6,6.62,65.36,43.67
ABW,2000,90588,1.03,1.84,72.94,14.26,5.85,23.45,69.77,6.78,65.35,43.32
ABW,2001,91439,0.94,1.81,73.04,13.81,4.76,23.17,69.82,7.02,65.34,43.23
ABW,2002,92074,0.69,1.8,73.14,13.34,5.34,22.82,69.89,7.28,65.28,43.08
ABW,2003,93128,1.14,1.81,73.24,13.36,5.38,22.46,69.99,7.55,65.2,42.88
ABW,2004,95138,2.14,1.82,73.22,12.54,5.28,22.08,70.08,7.84,65.09,42.69
ABW,2005,97635,2.59,1.84,73.42,12.94,4.94,21.76,70.11,8.13,64.96,42.64
ABW,2006,99405,1.8,1.86,73.5,13.68,5.42,21.56,70.04,8.4,64.81,42.77
ABW,2007,100150,0.75,1.88,73.64,13.38,5.32,21.42,69.93,8.64,64.65,42.99
ABW,2008,100917,0.76,1.89,73.78,13.07,5.49,21.29,69.8,8.9,64.49,43.26
ABW,2009,101604,0.68,1.88,73.97,12.33,6.19,21.15,69.67,9.18,64.32,43.54
ABW,2010,101838,0.23,1.86,74.3,11.94,6.08,20.8,69.71,9.49,64.16,43.45
ABW,2011,102591,0.74,1.86,74.58,12.18,6.26,20.24,69.91,9.85,64,43.05
ABW,2012,104110,1.47,1.91,74.84,12.59,5.85,19.74,70,10.26,63.83,42.86
ABW,2013,105675,1.49,1.94,75.07,12.55,5.42,19.4,69.91,10.69,63.64,43.04
ABW,2014,106807,1.07,1.94,75.26,12.86,6.11,19.17,69.68,11.15,63.44,43.52
ABW,2015,107906,1.02,1.9,75.4,11.56,6.37,19.03,69.33,11.64,63.23,44.25
ABW,2016,108727,0.76,1.85,75.54,11.62,7.26,18.94,68.89,12.16,63.01,45.16
ABW,2017,108735,0.01,1.78,75.62,11.48,6.59,18.85,68.43,12.72,62.78,46.13
ABW,2018,108908,0.16,1.73,75.88,10.81,6.7,18.72,67.97,13.31,62.54,47.12
ABW,2019,109203,0.27,1.7,76.02,10.84,6.14,18.54,67.52,13.94,62.29,48.1
ABW,2020,108587,-0.57,1.66,75.41,9.69,6.84,18.25,67.17,14.58,62,48.88
ABW,2021,107700,-0.82,1.63,73.66,9.46,8.95,17.9,66.97,15.13,61.93,49.32
ABW,2022,107310,-0.36,1.62,76.23,8.53,8.19,17.54,66.76,15.7,61.88,49.8
ABW,2023,107359,0.05,1.6,76.35,7.97,7.58,17.19,66.45,16.37,61.84,50.5
AFG,1960,9035043,,7.28,32.8,50.52,31.67,41.95,55.23,2.82,8.12,81.06
AFG,1961,9214083,1.96,7.28,33.29,50.57,31.13,42.03,55.16,2.81,8.39,81.28
AFG,1962,9404406,2.04,7.29,33.76,50.67,30.63,42.11,55.09,2.79,8.66,81.51
AFG,1963,9604487,2.11,7.3,34.2,50.79,30.17,42.24,54.99,2.78,8.94,81.85
AFG,1964,9814318,2.16,7.3,34.67,50.85,29.67,42.41,54.83,2.76,9.23,82.37
AFG,1965,10036008,2.23,7.3,35.12,50.89,29.19,42.64,54.62,2.74,9.53,83.1
AFG,1966,10266395,2.27,7.32,35.58,51.02,28.73,42.91,54.36,2.73,9.84,83.95
AFG,1967,10505959,2.31,7.34,36.04,51.11,28.26,43.17,54.11,2.71,10.16,84.79
AFG,1968,10756922,2.36,7.36,36.51,51.21,27.8,43.43,53.87,2.7,10.5,85.63
AFG,1969,11017409,2.39,7.39,36.98,51.28,27.33,43.68,53.63,2.69,10.85,86.46
AFG,1970,11290128,2.45,7.4,37.46,51.21,26.84,43.93,53.4,2.67,11.23,87.26
AFG,1971,11567667,2.43,7.43,37.93,51.3,26.38,44.16,53.18,2.66,11.67,88.03
AFG,1972,11853696,2.44,7.45,38.42,51.24,25.88,44.39,52.97,2.64,12.16,88.78
AFG,1973,12157999,2.53,7.49,38.95,51.28,25.36,44.61,52.77,2.62,12.69,89.51
AFG,1974,12469127,2.53,7.53,39.47,51.37,24.89,44.83,52.56,2.61,13.23,90.24
AFG,1975,12773954,2.42,7.54,39.99,51.32,24.4,45.04,52.37,2.59,13.77,90.97
AFG,1976,13059851,2.21,7.56,40.52,51.33,23.93,45.25,52.17,2.58,14.28,91.67
AFG,1977,13340756,2.13,7.59,41.08,51.33,23.4,45.45,51.98,2.57,14.74,92.38
AFG,1978,13611441,2.01,7.6,40.09,51.29,24.17,45.64,51.8,2.56,15.13,93.07
AFG,1979,13655567,0.32,7.61,38.84,52.03,25.54,45.85,51.61,2.54,15.44,93.75
AFG,1980,13169311,-3.63,7.64,39.26,53.45,25.71,46.06,51.43,2.52,15.68,94.45
AFG,1981,11937581,-9.82,7.62,39.41,55.18,26.41,46.27,51.24,2.49,15.9,95.16
AFG,1982,10991378,-8.26,7.6,36.06,51.97,28.03,46.47,51.07,2.46,16.11,95.82
AFG,1983,10917982,-0.67,7.57,36.52,51.17,27.01,46.65,50.93,2.42,16.29,96.35
AFG,1984,11190221,2.46,7.55,31.47,50.35,32.01,46.82,50.8,2.37,16.46,96.83
AFG,1985,11426852,2.09,7.55,32.13,51.69,31.7,47,50.68,2.32,16.62,97.3
AFG,1986,11420074,-0.06,7.55,38.4,52.2,25.04,47.16,50.56,2.28,16.77,97.77
AFG,1987,11387818,-0.28,7.55,38.83,52.22,24.62,47.3,50.45,2.26,16.9,98.22
AFG,1988,11523298,1.18,7.55,43.24,51.71,20.61,47.42,50.33,2.24,17.03,98.67
AFG,1989,11874088,3,7.56,44.5,51.68,19.58,47.54,50.22,2.24,17.15,99.13
AFG,1990,12045660,1.43,7.58,45.12,52.89,19.48,47.67,50.08,2.24,17.26,99.66
AFG,1991,12238879,1.59,7.63,45.52,52.28,18.78,47.84,49.92,2.24,17.38,100.33
AFG,1992,13278974,8.16,7.7,46.57,50.32,17.17,48.04,49.72,2.24,17.49,101.13
AFG,1993,14943172,11.81,7.76,51.02,50.83,14.61,48.25,49.51,2.25,17.6,102
AFG,1994,16250794,8.39,7.77,50.97,52.41,14.93,48.48,49.26,2.25,17.72,103
AFG,1995,17065836,4.89,7.77,52.1,52.68,14.4,48.74,49,2.26,17.83,104.09
AFG,1996,17763266,4.01,7.76,52.83,52.49,13.93,49.01,48.73,2.26,17.96,105.22
AFG,1997,18452091,3.8,7.73,53.21,52.12,13.65,49.29,48.45,2.26,18.09,106.41
AFG,1998,19159996,3.76,7.69,52.49,51.46,13.89,49.56,48.17,2.26,18.24,107.59
AFG,1999,19887785,3.73,7.64,54.53,50.95,12.7,49.82,47.92,2.26,18.39,108.69
AFG,2000,20130327,1.21,7.57,55,51.49,12.61,50.02,47.71,2.26,18.56,109.59
AFG,2001,20284307,0.76,7.45,55.51,49.62,11.95,50.17,47.57,2.26,18.74,110.22
AFG,2002,21378117,5.25,7.32,56.22,47.49,11.19,50.24,47.5,2.26,18.94,110.53
AFG,2003,22733049,6.15,7.17,57.17,47.06,10.71,50.24,47.49,2.27,19.16,110.56
AFG,2004,23560654,3.58,7.02,57.81,46.49,10.38,50.18,47.55,2.27,19.4,110.29
AFG,2005,24404567,3.52,6.86,58.25,44.95,9.91,50.05,47.68,2.27,19.71,109.73
AFG,2006,25424094,4.09,6.69,58.55,44.09,9.66,49.86,47.87,2.27,20.11,108.89
AFG,2007,25909852,1.89,6.51,58.96,43.83,9.49,49.59,48.14,2.28,20.59,107.74
AFG,2008,26482622,2.19,6.39,59.71,42.54,8.88,49.25,48.47,2.28,21.12,106.33
AFG,2009,27466101,3.65,6.3,60.25,42.16,8.64,48.88,48.83,2.29,21.69,104.8
AFG,2010,28284089,2.93,6.2,60.7,41.76,8.4,48.47,49.23,2.31,22.26,103.14
AFG,2011,29347708,3.69,6.09,61.25,40.97,8.03,48.04,49.64,2.32,22.82,101.46
AFG,2012,30560034,4.05,5.98,61.74,40.7,7.82,47.61,50.06,2.34,23.34,99.77
AFG,2013,31622704,3.42,5.88,62.19,40.29,7.6,47.16,50.49,2.35,23.81,98.06
AFG,2014,32792523,3.63,5.77,62.26,39.65,7.51,46.71,50.93,2.36,24.19,96.35
AFG,2015,33831764,3.12,5.65,62.27,39.36,7.53,46.26,51.38,2.36,24.46,94.61
AFG,2016,34700612,2.54,5.54,62.65,38.73,7.32,45.8,51.84,2.36,24.66,92.89
AFG,2017,35688935,2.81,5.43,62.41,38.17,7.32,45.36,52.28,2.36,24.84,91.29
AFG,2018,36743039,2.91,5.33,62.44,37.62,7.27,44.96,52.67,2.37,25,89.85
AFG,2019,37856121,2.98,5.24,62.94,37.14,7.06,44.58,53.05,2.38,25.14,88.51
AFG,2020,39068979,3.15,5.14,61.45,36.6,7.56,44.22,53.41,2.37,25.26,87.25
AFG,2021,40000412,2.36,5.04,60.42,36.34,8,43.91,53.74,2.35,25.35,86.08
AFG,2022,40578842,1.44,4.93,65.62,36.04,5.99,43.58,54.07,2.36,25.39,84.96
AFG,2023,41454761,2.14,4.84,66.04,35.44,5.8,43.23,54.4,2.38,25.47,83.84
AGO,1960,5231654,,6.71,37.93,51.62,27.06,41.27,55.57,3.16,10.39,79.94
AGO,1961,5301583,1.33,6.79,36.9,52.05,28.08,41.64,55.2,3.16,10.81,81.17
AGO,1962,5354310,0.99,6.87,37.17,52.23,27.87,42.06,54.79,3.16,11.21,82.53
AGO,1963,5408320,1,6.95,37.42,52.35,27.65,42.53,54.33,3.15,11.58,84.08
AGO,1964,5464187,1.03,7.04,37.7,52.41,27.37,43.09,53.78,3.13,11.95,85.94
AGO,1965,5521981,1.05,7.12,37.97,52.41,27.09,43.67,53.23,3.1,12.31,87.88
AGO,1966,5581386,1.07,7.19,38.26,52.35,26.76,44.21,52.72,3.07,12.68,89.68
AGO,1967,5641807,1.08,7.27,38.62,52.23,26.36,44.7,52.27,3.03,13.07,91.33
AGO,1968,5702699,1.07,7.33,38.97,52.03,25.95,45.14,51.87,2.99,13.5,92.77
AGO,1969,5763685,1.06,7.39,39.33,51.78,25.52,45.51,51.55,2.94,13.97,94
AGO,1970,5852788,1.53,7.43,39.69,51.22,24.96,45.94,51.18,2.89,14.49,95.4
AGO,1971,5991102,2.34,7.47,40.08,50.19,24.32,46.26,50.91,2.82,15.08,96.41
AGO,1972,6174262,3.01,7.49,40.47,49.49,23.68,46.26,50.98,2.76,15.76,96.15
AGO,1973,6388528,3.41,7.5,40.87,49.29,23.16,46.07,51.23,2.7,16.55,95.2
AGO,1974,6613367,3.46,7.5,41.26,49.17,22.73,45.86,51.5,2.64,17.42,94.16
AGO,1975,6842947,3.41,7.49,40.82,49.04,22.97,45.65,51.77,2.58,18.37,93.16
AGO,1976,7074664,3.33,7.48,40.81,48.97,22.9,45.46,52.02,2.53,19.4,92.24
AGO,1977,7317829,3.38,7.48,41.22,48.84,22.49,45.25,52.28,2.47,20.5,91.28
AGO,1978,7576734,3.48,7.47,41.57,48.91,22.17,45.03,52.54,2.43,21.65,90.33
AGO,1979,7847207,3.51,7.46,41.91,49.01,21.88,44.85,52.77,2.38,22.87,89.51
AGO,1980,8133872,3.59,7.46,42.24,49.15,21.61,44.68,52.97,2.35,24.13,88.77
AGO,1981,8435607,3.64,7.46,42.56,49.4,21.39,44.54,53.14,2.32,25.43,88.18
AGO,1982,8751648,3.68,7.46,42.86,49.62,21.18,44.44,53.26,2.29,26.77,87.74
AGO,1983,9082983,3.72,7.46,41.97,49.94,21.88,44.36,53.37,2.27,28.13,87.38
AGO,1984,9425917,3.71,7.46,42.24,50.31,21.72,44.32,53.43,2.25,29.52,87.16
AGO,1985,9779120,3.68,7.45,42.5,50.58,21.57,44.35,53.42,2.24,30.92,87.21
AGO,1986,10139450,3.62,7.44,42.74,50.75,21.43,44.46,53.31,2.23,32.32,87.58
AGO,1987,10497858,3.47,7.41,40.79,50.78,22.99,44.64,53.14,2.23,33.73,88.19
AGO,1988,10861291,3.4,7.37,41.47,50.72,22.42,44.83,52.94,2.23,35.13,88.88
AGO,1989,11238562,3.41,7.33,41.7,50.57,22.22,45.01,52.75,2.24,36.51,89.57
AGO,1990,11626360,3.39,7.27,41.85,50.32,22.06,45.18,52.56,2.26,37.88,90.26
AGO,1991,12023529,3.36,7.21,43.81,50.04,20.54,45.36,52.35,2.29,39.22,91.01
AGO,1992,12423712,3.27,7.14,42.27,49.53,21.67,45.52,52.15,2.32,40.52,91.74
AGO,1993,12827135,3.2,7.06,42.19,49.09,21.45,45.67,51.96,2.36,41.78,92.44
AGO,1994,13249764,3.24,6.99,43.57,48.73,20.33,45.8,51.79,2.41,43,93.1
AGO,1995,13699778,3.34,6.92,46.14,48.38,18.7,45.87,51.67,2.46,44.21,93.52
AGO,1996,14170973,3.38,6.85,46.42,47.98,18.44,45.87,51.62,2.51,45.46,93.73
AGO,1997,14660413,3.4,6.79,46.69,47.56,18.18,45.83,51.6,2.56,46.72,93.78
AGO,1998,15159370,3.35,6.73,45.45,47.21,18.92,45.77,51.62,2.61,47.99,93.71
AGO,1999,15667235,3.3,6.68,45.81,47,18.52,45.7,51.66,2.64,49.26,93.59
AGO,2000,16194869,3.31,6.64,46.5,46.85,18.08,45.62,51.71,2.67,50.51,93.4
AGO,2001,16747208,3.35,6.6,47.03,46.77,17.61,45.53,51.78,2.7,51.72,93.14
AGO,2002,17327699,3.41,6.57,47.87,46.67,17.07,45.43,51.85,2.72,52.89,92.87
AGO,2003,17943712,3.49,6.53,50.22,46.55,15.56,45.34,51.93,2.74,54,92.58
AGO,2004,18600423,3.59,6.5,51.12,46.46,14.96,45.25,52,2.75,55.04,92.3
AGO,2005,19291161,3.65,6.46,52.13,46.34,14.31,45.19,52.06,2.75,56,92.07
AGO,2006,20015279,3.68,6.42,52.96,46.12,13.76,45.14,52.11,2.75,56.89,91.9
AGO,2007,20778561,3.74,6.37,54.2,45.84,12.98,45.11,52.14,2.74,57.76,91.78
AGO,2008,21578655,3.78,6.32,55.28,45.51,12.3,45.11,52.15,2.74,58.59,91.74
AGO,2009,22414773,3.8,6.26,56.22,45.18,11.7,45.12,52.14,2.73,59.38,91.78
AGO,2010,23294825,3.85,6.19,57.24,44.66,11.08,45.14,52.13,2.73,60.13,91.83
AGO,2011,24218352,3.89,6.12,58.09,44.14,10.55,45.15,52.12,2.73,60.84,91.86
AGO,2012,25177394,3.88,6.04,58.92,43.61,10.04,45.16,52.11,2.73,61.51,91.9
AGO,2013,26165620,3.85,5.95,59.7,43.06,9.58,45.18,52.1,2.72,62.13,91.95
AGO,2014,27160769,3.73,5.86,60.4,42.5,9.18,45.23,52.07,2.7,62.72,92.05
AGO,2015,28157798,3.61,5.77,61.04,41.85,8.81,45.27,52.03,2.69,63.52,92.18
AGO,2016,29183070,3.58,5.69,61.62,41.18,8.48,45.28,52.03,2.69,64.3,92.19
AGO,2017,30234839,3.54,5.6,62.12,40.6,8.19,45.25,52.06,2.69,65.09,92.07
AGO,2018,31297155,3.45,5.52,62.62,40.06,7.93,45.2,52.11,2.69,65.87,91.9
AGO,2019,32375632,3.39,5.44,63.05,39.54,7.7,45.11,52.18,2.71,66.66,91.65
AGO,2020,33451132,3.27,5.37,63.12,39.13,7.63,45.02,52.25,2.73,67.46,91.37
AGO,2021,34532429,3.18,5.3,62.96,38.67,7.62,44.91,52.35,2.74,68.25,91.04
AGO,2022,35635029,3.14,5.21,64.25,38.1,7.1,44.76,52.47,2.77,69.05,90.59
AGO,2023,36749906,3.08,5.12,64.62,37.59,6.92,44.57,52.62,2.81,69.85,90.06
ALB,1960,1608800,,6.38,56.41,41.02,15.89,41.18,53.34,5.49,30.84,87.48
ALB,1961,1659800,3.12,6.27,57.49,40.28,15.1,41.72,52.91,5.37,30.98,89.02
ALB,1962,1711319,3.06,6.11,58.49,39.06,13.86,42.03,52.72,5.25,31.07,89.67
ALB,1963,1762621,2.95,5.93,59.48,37.85,12.87,42.19,52.66,5.15,31.14,89.9
ALB,1964,1814135,2.88,5.71,60.4,36.38,12.01,42.25,52.67,5.07,31.19,89.85
ALB,1965,1864791,2.75,5.47,61.27,34.84,11.27,42.29,52.7,5.01,31.23,89.76
ALB,1966,1914573,2.63,5.32,62.15,33.9,10.65,42.31,52.72,4.97,31.28,89.69
ALB,1967,1965598,2.63,5.31,62.98,33.83,10.17,42.32,52.75,4.93,31.33,89.58
ALB,1968,2022272,2.84,5.32,63.79,34.11,9.75,42.27,52.82,4.91,31.4,89.32
ALB,1969,2081695,2.9,5.29,64.54,34.05,9.35,42.11,52.99,4.89,31.49,88.7
ALB,1970,2135479,2.55,5.16,65.23,33.35,8.87,41.85,53.27,4.88,31.62,87.72
ALB,1971,2187853,2.42,5.08,65.9,33.05,8.46,41.5,53.62,4.88,31.78,86.48
ALB,1972,2243126,2.49,4.98,66.53,32.62,8.12,41.07,54.04,4.89,31.98,85.05
ALB,1973,2296752,2.36,4.83,67.11,31.95,7.81,40.58,54.51,4.91,32.19,83.46
ALB,1974,2350124,2.3,4.7,67.63,31.45,7.57,40.02,55.03,4.95,32.42,81.72
ALB,1975,2404831,2.3,4.57,68.12,31.03,7.36,39.4,55.61,5,32.65,79.84
ALB,1976,2458526,2.21,4.37,68.57,30.13,7.18,38.71,56.23,5.06,32.89,77.83
ALB,1977,2513546,2.21,4.2,68.99,29.44,7.04,37.99,56.89,5.12,33.12,75.79
ALB,1978,2566266,2.08,4,69.37,28.52,6.91,37.31,57.49,5.2,33.34,73.94
ALB,1979,2617832,1.99,3.78,69.62,27.55,6.86,36.75,58.05,5.21,33.55,72.27
ALB,1980,2671997,2.05,3.59,69.9,26.76,6.62,36.26,58.57,5.17,33.73,70.73
ALB,1981,2726056,2,3.47,70.14,26.48,6.45,35.83,59.04,5.13,33.91,69.38
ALB,1982,2784278,2.11,3.42,70.42,26.58,6.3,35.41,59.49,5.09,34.08,68.08
ALB,1983,2843960,2.12,3.32,70.7,26.44,6.17,34.98,59.95,5.07,34.25,66.81
ALB,1984,2904429,2.1,3.28,70.98,26.51,6.06,34.56,60.37,5.07,34.42,65.63
ALB,1985,2964762,2.06,3.21,71.28,26.46,5.96,34.18,60.69,5.13,34.61,64.77
ALB,1986,3022635,1.93,3.14,71.67,26.31,5.82,33.82,60.97,5.2,34.81,64
ALB,1987,3083605,2,3.11,71.98,26.26,5.72,33.43,61.32,5.25,35.04,63.07
ALB,1988,3142336,1.89,3.07,72.22,26.21,5.65,33.13,61.6,5.27,35.28,62.35
ALB,1989,3227943,2.69,3.03,72.46,26.18,5.62,32.94,61.77,5.3,35.57,61.9
ALB,1990,3286542,1.8,3.01,72.71,26.08,5.59,32.69,61.93,5.38,35.9,61.48
ALB,1991,3266790,-0.6,2.96,73,25.62,5.52,32.42,62.08,5.5,36.28,61.08
ALB,1992,3247039,-0.61,2.88,73.3,24.99,5.47,32.16,62.19,5.65,36.72,60.79
ALB,1993,3227287,-0.61,2.81,73.64,24.19,5.42,31.9,62.27,5.83,37.2,60.59
ALB,1994,3207536,-0.61,2.8,73.84,23.85,5.43,31.63,62.34,6.02,37.73,60.4
ALB,1995,3187784,-0.62,2.76,74.02,23.26,5.45,31.38,62.39,6.23,38.3,60.28
ALB,1996,3168033,-0.62,2.67,74.11,22.14,5.5,31.12,62.44,6.44,38.9,60.16
ALB,1997,3148281,-0.63,2.54,73.38,20.76,5.84,30.82,62.54,6.64,39.54,59.89
ALB,1998,3128530,-0.63,2.42,74.36,19.61,5.58,30.45,62.69,6.85,40.2,59.5
ALB,1999,3108778,-0.63,2.31,74.57,18.49,5.6,30.05,62.87,7.08,40.9,59.06
ALB,2000,3089027,-0.64,2.22,74.83,17.51,5.62,29.62,63.05,7.33,41.61,58.6
ALB,2001,3060173,-0.94,2.14,75.08,16.6,5.62,29.04,63.36,7.61,42.35,57.84
ALB,2002,3051010,-0.3,2,75.3,15.58,5.69,28.28,63.8,7.91,43.15,56.74
ALB,2003,3039616,-0.37,2.01,75.56,15.62,5.78,27.5,64.26,8.24,44.03,55.61
ALB,2004,3026939,-0.42,1.89,75.95,14.7,5.78,26.7,64.72,8.59,44.98,54.52
ALB,2005,3011487,-0.51,1.79,76.43,13.86,5.76,25.87,65.17,8.96,45.99,53.44
ALB,2006,2992547,-0.63,1.69,76.99,12.98,5.72,25.03,65.61,9.36,47.07,52.41
ALB,2007,2970017,-0.76,1.63,77.69,12.44,5.61,24.19,66.03,9.77,48.2,51.44
ALB,2008,2947314,-0.77,1.62,78.25,12.21,5.58,23.36,66.46,10.18,49.39,50.48
ALB,2009,2927519,-0.67,1.64,78.51,12.33,5.72,22.53,66.91,10.56,50.61,49.46
ALB,2010,2913021,-0.5,1.65,78.41,12.37,6.06,21.7,67.38,10.92,51.88,48.4
ALB,2011,2905195,-0.27,1.68,78.3,12.41,6.36,20.93,67.85,11.23,53.29,47.39
ALB,2012,2860708,-1.54,1.72,78.08,12.87,6.73,20.29,68.2,11.51,53.86,46.63
ALB,2013,2816902,-1.54,1.74,78,13.14,7.02,19.79,68.39,11.82,54.3,46.23
ALB,2014,2773767,-1.54,1.72,78.03,13.07,7.24,19.39,68.45,12.17,54.73,46.1
ALB,2015,2731293,-1.54,1.63,78.36,12.43,7.24,18.99,68.46,12.54,55.16,46.06
ALB,2016,2689469,-1.54,1.56,78.64,11.87,7.29,18.61,68.47,12.92,55.57,46.04
ALB,2017,2648285,-1.54,1.49,78.9,11.42,7.37,18.28,68.41,13.31,55.98,46.17
ALB,2018,2607733,-1.54,1.42,79.24,10.9,7.38,18.01,68.26,13.74,56.38,46.51
ALB,2019,2567801,-1.54,1.4,79.47,10.76,7.47,17.74,68.01,14.25,56.76,47.04
ALB,2020,2528480,-1.54,1.37,77.82,10.54,9.08,17.52,67.71,14.77,57.14,47.69
ALB,2021,2489762,-1.54,1.36,76.84,10.51,10.26,17.37,67.37,15.27,57.51,48.44
ALB,2022,2451636,-1.54,1.36,78.77,10.3,8.71,17.22,67,15.78,57.86,49.25
ALB,2023,2414095,-1.54,1.35,79.6,10.24,8.33,17.04,66.66,16.3,58.21,50.02
AND,1960,9510,,2.54,72.09,19.38,7.07,27.02,65.98,7,58.45,51.57
AND,1961,10283,7.81,2.54,72.57,19.55,6.59,27.43,66.05,6.52,60.21,51.4
AND,1962,11086,7.52,2.55,72.99,19.73,6.19,27.83,66.07,6.1,62.04,51.35
AND,1963,11915,7.21,2.6,73.3,20.25,5.89,28.2,66.07,5.73,63.92,51.34
AND,1964,12764,6.88,2.69,73.62,20.97,5.62,28.53,66.11,5.36,65.84,51.27
AND,1965,13634,6.59,2.72,73.86,21.17,5.42,28.77,66.16,5.06,67.8,51.15
AND,1966,14626,7.02,2.76,74.02,21.25,5.23,29.19,65.9,4.92,69.78,51.75
AND,1967,15837,7.95,2.78,74.12,20.81,5.04,29.86,65.28,4.86,71.77,53.19
AND,1968,17176,8.12,2.77,74.22,20.09,4.86,30.31,64.82,4.87,73.75,54.28
AND,1969,18555,7.72,2.77,74.3,19.6,4.71,30.39,64.68,4.93,75.71,54.62
AND,1970,19977,7.38,2.79,74.45,19.43,4.57,30.19,64.82,4.99,77.65,54.27
AND,1971,21442,7.08,2.83,74.61,19.64,4.45,29.77,65.18,5.05,79.55,53.42
AND,1972,22957,6.83,2.9,74.86,20.21,4.33,29.19,65.69,5.12,81.4,52.23
AND,1973,24523,6.6,2.83,75.1,19.92,4.23,28.52,66.28,5.19,83.19,50.86
AND,1974,26130,6.35,2.74,75.34,19.67,4.14,27.81,66.93,5.26,84.9,49.41
AND,1975,27773,6.1,2.46,75.57,18.16,4.06,27.07,67.55,5.38,86.52,48.03
AND,1976,29436,5.82,2.21,75.87,16.8,3.98,26.36,68.1,5.53,88.05,46.83
AND,1977,31097,5.49,2.03,76.15,15.9,3.93,25.68,68.61,5.71,89.47,45.74
AND,1978,32735,5.13,1.88,76.49,15.15,3.89,25,69.1,5.9,90.76,44.71
